"id","country","type","revenue","ProductServices"
"Bailey Inc","Oceanus","Entity.Organization.FishingCompany",64666.67,"Specialises in wholesaling a wide range of fish and seafood products, including Seasoned Grill Wild Alaskan Salmon and Wild Caught Seasoned Grill Salmon; Wild Salmon Steakhouse â€“ Family Pack, Wild Salmon Seasoned Grill â€“ Family Pack, Mahi Mahi Pineapple Mango, Wild Salmon Lemon Dill, Tilapia Cajun, Butter and Herb Cod, Steakhouse Tilapia, Sweet Bourbon Wild Salmon, Sweet Bourbon Atlantic Salmon, Steakhouse Atlantic Salmon, Sweet Glazed Wild Salmon, Steakhouse Wild Salmon, Seasoned Grill Wild Salmon, Seasoned Grill Tilapia, Wood Roasted Wild Salmon and Seasoned Grill Atlantic Salmon; Wild Smoked Salmon Peppered, Wild Smoked Salmon Tomato Basil, Wild Keta Smoked Salmon Chunks and Smoked Whitefish; Moreyâ€™s Pickled Herring and Moreyâ€™s Nova Lox"
"Bailey Ltd","Mawandia","Entity.Organization.Company",173666.67,"Pharmaceutical packaging and medical device components"
"Bailey PLC","Arvaros","Entity.Organization.Company",73342.53,"Mechanical and electrical insulation, the corrosion protection and the sealing of joints of all kinds and their identification; Heat-shrinkable tubing and related technologies as well as sleeves, adhesives and sealants as well as accessories and mechanical equipment for the further processing of the aforementioned products; Hold and manage all types of participations and to carry out all business activities that are directly or indirectly useful to the purpose of the business"
"Bailey, Cantu and Johnson","Oceanus","Entity.Organization.Company",195616.63,"Unknown"
"Bailey, Johnson and Diaz","Oceanus","Entity.Organization.FishingCompany",19523.98,"Fresh frozen packaged fish and seafood"
"Bailey, Leonard and Harrington","Novarctica","Entity.Organization.Company",6546.67,"Unknown"
"Bailey, Matthews and Richardson","Mawalara","Entity.Organization.Company",8912.09,"Unknown"
"Bailey, Williamson and Powell","Oceanus","Entity.Organization.LogisticsCompany",138544.55,"Forwarding, global shipping, and documentation services"
"Bailey-Alvarado","Naraliket","Entity.Organization.Company",5526.67,"Operation of a food service company"
"Bailey-Briggs","Marifada","Entity.Organization.FishingCompany",93492.65,"Fishing and fish processing"
"Bailey-Mccullough","Oceanus","Entity.Organization.FishingCompany",37914.02,"Seafood"
"Bailey-Pope","Mawalara","Entity.Organization.Company",4700.51,"Unknown"
"Bailey-Ross","Novarctica","Entity.Organization.Company",8531.88,"Unknown"
"Baird, Simmons and Johnson","Osterivaria","Entity.Organization.Company",89366.67,"Gelatines and other related chemical products"
"Baker Group","Valtalmo","Entity.Organization.Company",33526.7,"Fruits and vegetables"
"Baker Inc","Imazam","Entity.Organization.Company",6583.99,"Unknown"
"Baker LLC","Mawandia","Entity.Organization.LogisticsCompany",18759.33,"Offers both truckload and less-than-truckload (LTL) transport; Hauls dry and refrigerated freight; Airport-to-airport and cross-border truck transportation, distribution, logistics, and warehousing"
"Baker Ltd","Nalakond","Entity.Organization.Company",7000.74,"Unknown"
"Baker, Casey and Simmons","Novarctica","Entity.Organization.Company",7626.67,"Unknown"
"Baker, Davis and Hudson","Azurionix","Entity.Organization.FishingCompany",16566.67,"Process and preservation of fish and seafood products"
"Baker, Donaldson and Sexton","Novarctica","Entity.Organization.Company",41001.11,"Automatic scrap charging machine, holding furnaces, vertical casting machines, hot logs shear, press billet loader, extrusion press, cooling hoods, cooling tanks, aging furnaces, heating dies furnace, automatic dies hoist, and acouplemunt dies press"
"Baker, Mathis and Miller","Oceanus","Entity.Organization.Company",5196.67,"Unknown"
"Baker-Curry","Oceanus","Entity.Organization.Company",4736.67,"Unknown"
"Baker-Fox","Mawalara","Entity.Organization.Company",11010.89,"Glue tape, correction tape, highlight tape, deco tape, white-board brush and stationery suite"
"Baker-Lin","Mawalara","Entity.Organization.Company",9313.61,"Unknown"
"Baker-Lucas","Naraliket","Entity.Organization.Company",12102.85,"Unknown"
"Baker-Mahoney","Oceanus","Entity.Organization.Company",4741.34,"Unknown"
"Baker-Navarro","Isla Solmar","Entity.Organization.Company",7152.34,"Unknown"
"Baker-Ross","Marebak","Entity.Organization.Company",8566.67,"Unknown"
"Baker-Smith","Imazam","Entity.Organization.FishingCompany",4710.67,"Seafood products"
"Baldwin, Kline and May","Oceanus","Entity.Organization.Company",5254.13,"Unknown"
"Baldwin-Rhodes","Oceanus","Entity.Organization.Company",103262.42,"Specialty industrial textiles that are used in protective, engineered products, and composites"
"Ball Ltd","Nalakond","Entity.Organization.Company",5536.67,"Unknown"
"Ball, Mitchell and Allen","Oceanus","Entity.Organization.Company",17466.67,"Pressure & electrical controls, and valve & line components"
"Ball-Shaw","Naraliket","Entity.Organization.Company",14036.67,"Eyes, lips, face, and multi-use makeup products; cleansers, toners, serums, scrubs, exfoliants, masks, moisturizers, OTC products, sunscreens, acne treatments, under-eye treatments, makeup removers, anti-aging treatments, environmental treatments, salves and ointments, lip protection, men's skin care, and whitening/lightening treatments; and bath oils, baby care, hair treatment, hand soaps, foot creams and soaks, body powders, massage oils, foaming cleansers, and mud body masks"
"Ballard and Sons","Oceanus","Entity.Organization.Company",4926.67,"Unknown"
"Ballard, Willis and Fuller","Oceanus","Entity.Organization.Company",9726.67,"Unknown"
"Ballard-Bailey","Naraliket","Entity.Organization.FishingCompany",4769.81,"Seafood products (northern shimp, northern scallops, snow crab, H + G cod, H + G Haddock, and pollock, wetsalted and frozen; shell-on shrimp; other related products)"
"Banks Group","Faraluna","Entity.Organization.Company",6056.67,"Unknown"
"Banks Inc","Oceanus","Entity.Organization.Company",36910.88,"Plastic electronic enclosures; Aftermarket automotive products including customizing and manufacturing key fobs, license plate frames, and trailer hitch covers"
"Banks LLC","Uzifrica","Entity.Organization.Company",92466.67,"Closures and machinery for the bottling and packaging industries"
"Banks and Sons","Novarctica","Entity.Organization.Company",45866.67,"Industrial adhesives, pressure sensitive labels, tapes and glues for specific packaging, paper converting, labeling, book-binding and assembly"
"Banks, Gray and Gonzales","Naraliket","Entity.Organization.Company",4966.67,"Unknown"
"Banks, Sullivan and Lambert","Nalakond","Entity.Organization.Company",66266.67,"Compact type remelt plant, contaminated scrap remelt, dross and scrap remelt, magnetic pumps and stirrers, charging machines, degassing units, horizontal casting, vertical casting, ingot casting belt, continuous homogenizing, batch homogenizing, and other related products"
"Barajas and Sons","Oceanus","Entity.Organization.Company",7301.52,"Unknown"
"Barber Group","Lumakari","Entity.Organization.Company",53425.65,"Arts and crafts products (Glue sticks, super glue, all-purpose glue, white craft glue, glue pens, correction tapes and glue tapes; Glitter glue, puffy paints, color paints, aqua paints, pencil crayons, colored paper, and glitter powder)"
"Barber PLC","Isla Solmar","Entity.Organization.Company",21642.88,"Pharmaceutical and dermocosmetic products"
"Barber, Brooks and Cole","Quirinelle","Entity.Organization.Company",291666.67,"Vegetable seeds"
"Barber, Oneal and Owens","Oceanus","Entity.Organization.Company",6980.93,"Unknown"
"Barber, Rice and Colon","Kondanovia","Entity.Organization.Company",28666.67,"Offers dressed crabs, white meat, fine minced crabmeat and blocks, crab cluster meat and blocks, handpicked dressed carbs, brown crabmeat, crab salads, ready to eat crab claws, and other products"
"Barber-Harrison","Mawalara","Entity.Organization.Company",5746.67,"Unknown"
"Barber-Koch","Oceanus","Entity.Organization.Company",10961.79,"Specialty foods"
"BaringoAmerica Marine Ges.m.b.H.","Oceanus","Entity.Organization.FishingCompany",221925.33,"Seafood"
"Barker Group","Mawalara","Entity.Organization.Company",65385.11,"General merchandise"
"Barker Ltd","Isla Solmar","Entity.Organization.FishingCompany",46974.89,"Preparation and packaging seafoods (Gathering and canning seafood; smoking; salting; and drying seafood; eviscerating fresh fish by removing heads; fins; scales; bones; and entrails; shucking and packing fresh shellfish; processing marine fats and oils and freezing seafood)"
"Barker and Sons","Mawalara","Entity.Organization.Company",29146.98,"Specializes in the production of rubber products from natural and synthetic rubber"
"Barker-Hernandez","Novarctica","Entity.Organization.Company",23766.67,"Chemicals"
"Barker-Mack","Isla Solmar","Entity.Organization.Company",17966.67,"Popping candy"
"Barnes Group","Mawalara","Entity.Organization.Company",5556.67,"Unknown"
"Barnes Inc","Kondanovia","Entity.Organization.Company",39229.43,"Canned and cured fish and seafoods, as well as other related products"
"Barnes and Sons","Oceanus","Entity.Organization.FishingCompany",55373.08,"Fresh and frozen seafood"
"Barnes, Foster and Rivera","Nalakond","Entity.Organization.Company",852975.77,"Produces frozen, refrigerated, pre-cooked, and processed chicken, and pork for the worldwide retail, wholesale, and food service markets"
"Barnes, Paul and Price","Novarctica","Entity.Organization.Company",1288058.3,"Laundry detergent and dishwashing liquid, shampoo, toothpaste, hair colorants and shower gel, and adhesives as well as sealants and surface treatment for consumer and industrial applications"
"Barnes, Perez and Lara","Oceanus","Entity.Organization.Company",5596.67,"Unknown"
"Barnes-Blackwell","Korvelonia","Entity.Organization.Company",4726.67,"Unknown"
"Barnes-Harris","Oceanus","Entity.Organization.Company",11516.67,"Unknown"
"Barnes-Henderson","Azurionix","Entity.Organization.Company",12486.67,"Unknown"
"Barnes-Johnson","Valtalmo","Entity.Organization.Company",16254.63,"Unknown"
"Barnett Ltd","Oceanus","Entity.Organization.FishingCompany",47751.01,"Fishmeals and preserved aquatic products. It also produces sardines, salted fish, smoked and marinated fish, fish fillets, dried seafoods, and sweet and sour marine products"
"Barnett, Clark and Quinn","Oceanus","Entity.Organization.FinancialCompany",5608.54,"Management activities of holding companies"
"Barnett, Fernandez and Mitchell","Oceanus","Entity.Organization.Company",5696.67,"Unknown"
"Barnett, Kennedy and Jackson","Naraliket","Entity.Organization.FishingCompany",62166.67,"Seafood, shelf stable, and organics in many different packaging options"
"Barnett-Flynn","Kondanovia","Entity.Organization.FishingCompany",250352.5,"Frozen processed fish (fresh whitefish, frozen whitefish, frozen fish fillet, deep-frozen seafood, salted fish, and dried fish)"
"Barnett-Mack","Mawalara","Entity.Organization.Company",5066.67,"Unknown"
"Barr LLC","Mawandia","Entity.Organization.Company",68832979.23,"Light commercial vehicles, passenger cars, buses and trucks, forklifts, and related components"
"Barr-Howard","Osterivaria","Entity.Organization.Company",26866.67,"Vegetable seeds (peas, beans, carrots, beetroots, cabbage, turnips, lettuce, squash, parsley, fennels, spinach, and onions)"
"Barrera Group","Mawalara","Entity.Organization.Company",8906.67,"Unknown"
"Barrera Ltd","Galduzim","Entity.Organization.Company",19001.64,"Specialises in weaving broadwoven fabrics and felts"
"Barrera PLC","Oceanus","Entity.Organization.Company",5226.67,"Unknown"
"Barrera, Jackson and Anderson","Azurionix","Entity.Organization.Company",10316.67,"Hard and soft capsule, edible grade gelatine, technical gelatine, ossein, and other related products"
"Barrera, Morse and Sanchez","Uzifrica","Entity.Organization.LogisticsCompany",26866.67,"Frozen/chilled/ambient food products via both sea and airfreight"
"Barrera, Wood and Leach","Rosvandor","Entity.Organization.Company",6572.99,"Unknown"
"Barrera-Nguyen","Korvelonia","Entity.Organization.Company",34011.92,"Unknown"
"Barrett Inc","Mawalara","Entity.Organization.Company",16966.67,"Precision hydraulic castings and mechanical products"
"Barrett LLC","Faraluna","Entity.Organization.Company",24840.69,"Books, office supplies and related products"
"Barrett, Roberts and Howard","Kondanovia","Entity.Organization.Company",205297.73,"Whitefish, shellfish, salmon and salmon trout"
"Barrett-Baxter","Mawalara","Entity.Organization.Company",47966.67,"Apparel, accessories and other textile products"
"Barron, Church and Gutierrez","Isla Solmar","Entity.Organization.Company",627753.97,"Frozen sea food products"
"Barron-Cox","Mawandia","Entity.Organization.FishingCompany",79999.18,"Fish and seafood products"
"Barry PLC","Isla Solmar","Entity.Organization.FishingCompany",6320.13,"Specializes in the purchase, sale and trade of fish, such as tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
"Barry, Ramirez and Chen","Nalakond","Entity.Organization.Company",112666.67,"Leather shoes and other leather products"
"Barry-Hall","Mawalara","Entity.Organization.Company",9966.67,"Unknown"
"Bartlett Ltd","Naraliket","Entity.Organization.LogisticsCompany",14196.67,"Courier services, which covers household goods, express, parcel, and freight shipments; Involved in the provision of long-distance, general freight, less than truckload (LTL) trucking, and other related general freight trucking services; Door-to-door delivery of merchandise including entertainment equipment, electronics and furniture, as well as the assembly and installations of items"
"Bartlett-Becker","Oceanus","Entity.Organization.Company",5636.67,"Unknown"
"Bartlett-Murphy","Mawalara","Entity.Organization.Company",50666.67,"Footwear"
"Bartlett-Roberts","Valtalmo","Entity.Organization.Company",385124.33,"Fish hatcheries and fish farms"
"Barton and Sons","Nalakond","Entity.Organization.Company",26172.43,"Operates a shoe factory specialising in producing men's, women's and children's footwear"
"Barton, Graves and Rodriguez","Oceanus","Entity.Organization.Company",14046.67,"Unknown"
"Barton, King and Hall","Nalakond","Entity.Organization.Company",25366.67,"Special steel for the construction of containers, tanks and plants, container system; Brewery facilities, micro-breweries and micro-brewery systems"
